,locus_tag,protein_id,name
2334,I6J27_11990,QRP18587,FtsX-like permease family protein
2335,I6J27_11995,QRP18588,hypothetical protein
2336,I6J27_12000,QRP18589,M23 family metallopeptidase
2337,I6J27_12005,QRP18590,DNA helicase PcrA
2338,I6J27_12010,QRP18591,chorismate mutase
2339,I6J27_12015,QRP18592,Na+/H+ antiporter family protein
2340,I6J27_12020,QRP18593,glucose-6-phosphate isomerase
2341,I6J27_12025,QRP20240,cell division protein FtsW
2342,I6J27_12030,QRP18594,type II toxin-antitoxin system RelE/ParE family toxin
2343,I6J27_12035,QRP18595,hypothetical protein
2344,I6J27_12040,QRP18596,YccF domain-containing protein
2345,I6J27_12045,QRP18597,MFS transporter
2346,I6J27_12050,QRP18598,aminotransferase class V-fold PLP-dependent enzyme
2347,I6J27_12055,QRP18599,carboxylating nicotinate-nucleotide diphosphorylase
2348,I6J27_12060,QRP18600,FAD-binding protein
2349,I6J27_12065,QRP18601,quinolinate synthase NadA
2350,I6J27_12070,QRP18602,NUDIX hydrolase
2351,I6J27_12075,QRP18603,Fpg/Nei family DNA glycosylase
2352,I6J27_12080,QRP18604,hypothetical protein
2353,I6J27_12085,QRP18605,alpha-hydroxy-acid oxidizing protein
2354,I6J27_12090,QRP18606,hypothetical protein
2355,I6J27_12095,QRP18607,helix-turn-helix transcriptional regulator
2356,I6J27_12100,QRP18608,DEAD/DEAH box helicase
2357,I6J27_12105,QRP18609,"3'(2'),5'-bisphosphate nucleotidase CysQ"
2358,I6J27_12110,QRP18610,thymidylate synthase
2359,I6J27_12115,QRP18611,dihydrofolate reductase
2360,I6J27_12120,QRP18612,NrdH-redoxin
2361,I6J27_12125,QRP18613,hypothetical protein
2362,I6J27_12135,QRP18614,hypothetical protein
2363,I6J27_12140,QRP18615,DUF1906 domain-containing protein
2364,I6J27_12145,QRP18616,hypothetical protein
2365,I6J27_12150,QRP18617,cation acetate symporter
2366,I6J27_12155,QRP18618,DUF485 domain-containing protein
2367,I6J27_12160,QRP18619,aldo/keto reductase
2368,I6J27_12165,QRP18620,FKBP-type peptidyl-prolyl cis-trans isomerase
2369,I6J27_12170,QRP18621,citrate synthase
2370,I6J27_12175,QRP18622,phosphoserine transaminase
2371,I6J27_12180,QRP18623,DUF3071 domain-containing protein
2372,I6J27_12185,QRP18624,hypothetical protein
2373,I6J27_12190,QRP18625,RNA methyltransferase
2374,I6J27_12195,QRP18626,NCS2 family permease
2375,I6J27_12200,QRP20241,DUF3027 domain-containing protein
2376,I6J27_12205,QRP18627,glutaminyl-peptide cyclotransferase
2377,I6J27_12210,QRP18628,DUF2771 domain-containing protein
2378,I6J27_12215,QRP18629,cold shock domain-containing protein
2379,I6J27_12220,QRP18630,DUF3235 domain-containing protein
2380,I6J27_12225,QRP18631,hypothetical protein
2381,I6J27_12230,QRP18632,helicase-associated domain-containing protein
2382,I6J27_12235,QRP18633,DEAD/DEAH box helicase
2383,I6J27_12240,QRP18634,DUF3239 domain-containing protein
2384,I6J27_12245,QRP18635,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
2385,I6J27_12250,2386,DUF2200 family protein
2386,I6J27_12255,QRP18636,ATP-binding protein
2387,I6J27_12260,QRP18637,IS21 family transposase
2388,I6J27_12265,QRP18638,ISL3 family transposase
2389,I6J27_12270,2390,DUF2200 family protein
2390,I6J27_12290,QRP18639,ATP-binding cassette domain-containing protein
2391,I6J27_12295,QRP18640,iron chelate uptake ABC transporter family permease subunit
2392,I6J27_12300,QRP18641,iron chelate uptake ABC transporter family permease subunit
2393,I6J27_12305,QRP18642,ABC transporter substrate-binding protein
2394,I6J27_12310,QRP18643,M20 family metallopeptidase
2395,I6J27_12315,QRP18644,AbgT family transporter
2396,I6J27_12320,QRP18645,M20/M25/M40 family metallo-hydrolase
2397,I6J27_12325,2398,organic hydroperoxide resistance protein
2398,I6J27_12330,QRP18646,YihY/virulence factor BrkB family protein
2399,I6J27_12340,QRP18647,septum formation initiator
2400,I6J27_12345,QRP18648,DUF488 family protein
2401,I6J27_12350,QRP18649,SsrA-binding protein SmpB
2402,I6J27_12355,QRP18650,ABC transporter permease
2403,I6J27_12360,QRP18651,cell division ATP-binding protein FtsE
2404,I6J27_12365,QRP18652,peptide chain release factor 2
2405,I6J27_12370,QRP18653,inositol monophosphatase family protein
2406,I6J27_12375,QRP18654,histidinol-phosphatase
2407,I6J27_12380,QRP18655,serine protease
2408,I6J27_12385,2409,transporter
2409,I6J27_12390,QRP18656,alpha-amylase family protein
2410,I6J27_12395,QRP18657,hypothetical protein
2411,I6J27_12400,2412,GCN5 family acetyltransferase
2412,I6J27_12405,QRP20242,DDE-type integrase/transposase/recombinase
2413,I6J27_12410,QRP18658,hypothetical protein
2414,I6J27_12415,2415,ABC transporter ATP-binding protein
2415,I6J27_12420,QRP18659,ATP-binding cassette domain-containing protein
2416,I6J27_12425,2417,transposase
2417,I6J27_12435,QRP18660,UPF0182 family protein
2418,I6J27_12440,QRP18661,hypothetical protein
2419,I6J27_12445,QRP20243,beta-N-acetylglucosaminidase
2420,I6J27_12450,QRP18662,PDZ domain-containing protein
2421,I6J27_12455,QRP18663,zinc-dependent metalloprotease
2422,I6J27_12460,QRP18664,M48 family metallopeptidase
2423,I6J27_12465,QRP18665,hypothetical protein
2424,I6J27_12470,QRP18666,ATP-dependent DNA helicase UvrD2
2425,I6J27_12475,QRP18667,NUDIX domain-containing protein
2426,I6J27_12480,QRP20244,NAD-binding protein
2427,I6J27_12485,QRP18668,ATP-dependent helicase
2428,I6J27_12490,QRP20245,ATP-dependent helicase
2429,I6J27_12495,QRP18669,hypothetical protein
2430,I6J27_12500,QRP18670,DUF3152 domain-containing protein
2431,I6J27_12505,QRP18671,DUF3107 domain-containing protein
2432,I6J27_12510,QRP18672,DEAD/DEAH box helicase
2433,I6J27_12515,QRP18673,hypothetical protein
2434,I6J27_12520,QRP18674,hypothetical protein
2435,I6J27_12525,QRP18675,WhiB family transcriptional regulator
2436,I6J27_12530,QRP18676,mycothiol system anti-sigma-R factor
2437,I6J27_12535,QRP18677,sigma-70 family RNA polymerase sigma factor
2438,I6J27_12540,QRP18678,IS21 family transposase
2439,I6J27_12545,QRP18679,ATP-binding protein
2440,I6J27_12550,QRP20246,Cys-tRNA(Pro) deacylase
2441,I6J27_12555,QRP18680,SOS response-associated peptidase
2442,I6J27_12560,QRP18681,3-phosphoshikimate 1-carboxyvinyltransferase
2443,I6J27_12565,QRP18682,ribosome small subunit-dependent GTPase A
2444,I6J27_12570,QRP20247,hypothetical protein
2445,I6J27_12575,QRP18683,HAD family hydrolase
2446,I6J27_12580,QRP20273,hypothetical protein
2447,I6J27_12585,QRP18684,preprotein translocase subunit SecA
2448,I6J27_12590,QRP18685,ribosome-associated translation inhibitor RaiA
2449,I6J27_12595,QRP20248,ComF family protein
2450,I6J27_12600,QRP20249,MtrAB system accessory protein LpqB
2451,I6J27_12605,QRP18686,HAMP domain-containing histidine kinase
2452,I6J27_12610,QRP18687,response regulator transcription factor
2453,I6J27_12615,QRP18688,dTMP kinase
2454,I6J27_12620,QRP18689,DUF4259 domain-containing protein
2455,I6J27_12625,QRP18690,hypothetical protein
2456,I6J27_12630,QRP18691,hypothetical protein
2457,I6J27_12635,QRP20250,hypothetical protein
2458,I6J27_12640,QRP18692,"mannose-6-phosphate isomerase, class I"
2459,I6J27_12645,QRP20251,exopolyphosphatase
2460,I6J27_12650,QRP18693,uroporphyrinogen-III C-methyltransferase
2461,I6J27_12655,QRP18694,sulfite exporter TauE/SafE family protein
2462,I6J27_12660,QRP18695,sirohydrochlorin chelatase
2463,I6J27_12665,QRP18696,hypothetical protein
2464,I6J27_12670,2465,nitrite/sulfite reductase
2465,I6J27_12675,QRP18697,FAD-dependent oxidoreductase
2466,I6J27_12680,QRP18698,phosphomannomutase/phosphoglucomutase
2467,I6J27_12685,QRP18699,DUF3499 domain-containing protein
2468,I6J27_12690,QRP18700,metallopeptidase family protein
2469,I6J27_12695,QRP18701,IS30 family transposase
2470,I6J27_12700,QRP20252,WhiB family transcriptional regulator
2471,I6J27_12705,QRP18702,NDP-sugar synthase
2472,I6J27_12710,QRP18703,glycosyltransferase family 2 protein
2473,I6J27_12715,QRP18704,LCP family protein
2474,I6J27_12720,QRP18705,TIGR03089 family protein
2475,I6J27_12725,QRP18706,LysR family transcriptional regulator
2476,I6J27_12730,QRP18707,acetolactate synthase
2477,I6J27_12735,QRP18708,amino acid permease
2478,I6J27_12740,QRP18709,histidinol-phosphate transaminase
2479,I6J27_12745,QRP18710,TetR/AcrR family transcriptional regulator
2480,I6J27_12750,QRP18711,FAD-dependent oxidoreductase
2481,I6J27_12755,QRP18712,universal stress protein
2482,I6J27_12760,QRP18713,APC family permease
2483,I6J27_12765,QRP18714,NAD-dependent succinate-semialdehyde dehydrogenase
2484,I6J27_12770,QRP18715,amino acid permease
2485,I6J27_12775,QRP18716,NAD-dependent succinate-semialdehyde dehydrogenase
2486,I6J27_12780,QRP18717,4-aminobutyrate--2-oxoglutarate transaminase
2487,I6J27_12785,QRP18718,PucR family transcriptional regulator
2488,I6J27_12790,QRP18719,DUF418 domain-containing protein
2489,I6J27_12795,QRP18720,trypsin-like serine protease
2490,I6J27_12800,QRP18721,hypothetical protein
2491,I6J27_12805,QRP18722,YbjN domain-containing protein
2492,I6J27_12810,QRP18723,ornithine cyclodeaminase
2493,I6J27_12815,QRP18724,IS21 family transposase
2494,I6J27_12820,QRP18725,ATP-binding protein
2495,I6J27_12825,2496,ornithine cyclodeaminase
2496,I6J27_12830,QRP18726,helix-turn-helix domain-containing protein
2497,I6J27_12835,QRP18727,amino acid permease
2498,I6J27_12840,QRP18728,GntR family transcriptional regulator
2499,I6J27_12845,QRP20253,alanine:cation symporter family protein
2500,I6J27_12850,QRP18729,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
2501,I6J27_12855,QRP18730,aldehyde dehydrogenase family protein
2502,I6J27_12860,QRP18731,VOC family protein
2503,I6J27_12865,QRP18732,FAD-binding oxidoreductase
2504,I6J27_12870,2505,transposase
2505,I6J27_12875,2506,cation transporter
2506,I6J27_12880,QRP18733,hypothetical protein
2507,I6J27_12885,QRP18734,M20 family metallo-hydrolase
2508,I6J27_12890,QRP18735,helix-turn-helix domain-containing protein
2509,I6J27_12895,QRP18736,arginine deiminase
2510,I6J27_12900,QRP18737,septum formation initiator
2511,I6J27_12905,QRP18738,hypothetical protein
2512,I6J27_12910,QRP18739,PTS ascorbate transporter subunit IIC
2513,I6J27_12915,QRP18740,PTS sugar transporter subunit IIA
2514,I6J27_12920,QRP18741,Fic family protein
2515,I6J27_12925,QRP18742,exonuclease
2516,I6J27_12930,2517,Ig-like domain repeat protein
2517,I6J27_12935,2518,hypothetical protein
2518,I6J27_12940,2519,VWA domain-containing protein
2519,I6J27_12945,QRP18743,adhesin
2520,I6J27_12950,QRP18744,class C sortase
2521,I6J27_12955,2522,SpaH/EbpB family LPXTG-anchored major pilin
2522,I6J27_12960,QRP18745,class C sortase
2523,I6J27_12965,QRP20274,hypothetical protein
2524,I6J27_12970,2525,transposase
2525,I6J27_12975,QRP20254,GntP family permease
2526,I6J27_12980,QRP20255,gluconokinase
2527,I6J27_12985,QRP20256,hypothetical protein
2528,I6J27_12990,QRP18746,hypothetical protein
2529,I6J27_12995,QRP18747,hypothetical protein
2530,I6J27_13000,QRP18748,PTS sugar transporter subunit IIA
2531,I6J27_13005,QRP18749,2'-5' RNA ligase
2532,I6J27_13010,QRP18750,hypothetical protein
2533,I6J27_13015,QRP18751,ribokinase
2534,I6J27_13020,2535,amidohydrolase
2535,I6J27_13025,QRP18752,hypothetical protein
2536,I6J27_13030,QRP18753,FAD-dependent oxidoreductase
2537,I6J27_13035,QRP18754,metal-sensitive transcriptional regulator
2538,I6J27_13040,QRP18755,LamB/YcsF family protein
2539,I6J27_13045,QRP18756,5-oxoprolinase/urea amidolyase family protein
2540,I6J27_13050,QRP18757,ATP-grasp domain-containing protein
2541,I6J27_13055,QRP18758,GntR family transcriptional regulator
2542,I6J27_13060,QRP18759,putative hydro-lyase
2543,I6J27_13065,QRP20257,divalent metal cation transporter
2544,I6J27_13070,QRP18760,homocysteine S-methyltransferase
2545,I6J27_13075,QRP18761,acetyl-CoA C-acyltransferase
2546,I6J27_13080,QRP18762,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein
2547,I6J27_13085,QRP18763,hypothetical protein
2548,I6J27_13090,QRP18764,acyl-CoA dehydrogenase family protein
2549,I6J27_13095,QRP18765,TetR family transcriptional regulator
2550,I6J27_13100,QRP18766,hypothetical protein
2551,I6J27_13105,QRP18767,sigma-70 family RNA polymerase sigma factor
2552,I6J27_13110,QRP18768,ribonuclease HI
2553,I6J27_13115,QRP18769,hypothetical protein
2554,I6J27_13120,QRP18770,hypothetical protein
2555,I6J27_13125,QRP18771,galactokinase
2556,I6J27_13130,QRP18772,galactose-1-phosphate uridylyltransferase
2557,I6J27_13135,QRP18773,hypothetical protein
2558,I6J27_13140,QRP18774,sodium:solute symporter family protein
2559,I6J27_13145,QRP20258,aldose 1-epimerase family protein
2560,I6J27_13150,QRP18775,YdcF family protein
2561,I6J27_13155,QRP18776,LacI family DNA-binding transcriptional regulator
2562,I6J27_13160,QRP18777,5-(carboxyamino)imidazole ribonucleotide mutase
2563,I6J27_13165,QRP18778,5-(carboxyamino)imidazole ribonucleotide synthase
2564,I6J27_13170,QRP18779,acetolactate decarboxylase
2565,I6J27_13175,QRP18780,hypothetical protein
2566,I6J27_13180,QRP18781,biotin--[acetyl-CoA-carboxylase
2567,I6J27_13185,QRP18782,hypothetical protein
2568,I6J27_13190,QRP18783,hypothetical protein
2569,I6J27_13195,QRP18784,ATP-binding cassette domain-containing protein
2570,I6J27_13200,QRP18785,ABC transporter substrate-binding protein
2571,I6J27_13205,QRP20259,sugar ABC transporter permease
2572,I6J27_13210,QRP18786,carbohydrate ABC transporter permease
2573,I6J27_13215,QRP18787,hypothetical protein
2574,I6J27_13220,QRP18788,hypothetical protein
2575,I6J27_13225,QRP18789,maltose alpha-D-glucosyltransferase
2576,I6J27_13230,QRP18790,inorganic phosphate transporter
2577,I6J27_13235,QRP18791,hypothetical protein
2578,I6J27_13240,QRP18792,hypothetical protein
2579,I6J27_13245,QRP18793,acyl-CoA carboxylase subunit beta
2580,I6J27_13250,QRP18794,acyl-CoA carboxylase subunit beta
2581,I6J27_13255,QRP18795,acyl-CoA carboxylase subunit epsilon
2582,I6J27_13260,QRP18796,septum formation inhibitor Maf
2583,I6J27_13265,QRP18797,DUF3151 domain-containing protein
2584,I6J27_13270,QRP18798,DUF1801 domain-containing protein
2585,I6J27_13275,QRP18799,DUF4282 domain-containing protein
2586,I6J27_13280,QRP18800,Cj0069 family protein
2587,I6J27_13285,QRP18801,sulfurtransferase
2588,I6J27_13290,QRP18802,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha
2589,I6J27_13295,QRP18803,GNAT family N-acetyltransferase
2590,I6J27_13300,QRP18804,pyruvate carboxylase
2591,I6J27_13305,QRP18805,ABC transporter ATP-binding protein
2592,I6J27_13310,QRP18806,hypothetical protein
2593,I6J27_13315,QRP18807,bifunctional 2-methylcitrate synthase/citrate synthase
2594,I6J27_13320,QRP18808,methylisocitrate lyase
2595,I6J27_13325,QRP18809,MmgE/PrpD family protein
2596,I6J27_13330,QRP18810,DUF2083 domain-containing protein
2597,I6J27_13335,QRP18811,Ltp family lipoprotein
2598,I6J27_13340,QRP20260,NAD(P)H-quinone dehydrogenase
2599,I6J27_13345,QRP18812,amidohydrolase
2600,I6J27_13350,QRP20261,helix-turn-helix transcriptional regulator
2601,I6J27_13355,QRP18813,uracil phosphoribosyltransferase
2602,I6J27_13360,QRP18814,chemotaxis protein
2603,I6J27_13365,2604,C40 family peptidase
2604,I6J27_13370,QRP18815,hypothetical protein
2605,I6J27_13375,QRP18816,alpha/beta hydrolase
2606,I6J27_13380,QRP20262,adenosine deaminase
2607,I6J27_13385,QRP18817,D-alanyl-D-alanine carboxypeptidase
2608,I6J27_13390,QRP18818,RDD family protein
2609,I6J27_13395,QRP18819,YihY/virulence factor BrkB family protein
2610,I6J27_13400,QRP18820,tryptophan--tRNA ligase
2611,I6J27_13405,QRP18821,DinB family protein
2612,I6J27_13410,QRP18822,hypothetical protein
2613,I6J27_13415,QRP18823,endonuclease/exonuclease/phosphatase family protein
2614,I6J27_13420,QRP18824,MFS transporter
2615,I6J27_13425,QRP18825,iron-siderophore ABC transporter substrate-binding protein
2616,I6J27_13430,QRP18826,iron ABC transporter permease
2617,I6J27_13435,QRP18827,iron ABC transporter permease
2618,I6J27_13440,QRP18828,ABC transporter ATP-binding protein
2619,I6J27_13445,QRP18829,siderophore-interacting protein
2620,I6J27_13450,QRP18830,NADP-dependent isocitrate dehydrogenase
2621,I6J27_13455,QRP18831,ATP-binding protein
2622,I6J27_13460,QRP18832,IS21 family transposase
2623,I6J27_13465,QRP18833,response regulator transcription factor
2624,I6J27_13470,QRP18834,heme ABC exporter ATP-binding protein CcmA
2625,I6J27_13475,QRP18835,hypothetical protein
2626,I6J27_13480,QRP18836,lactococcin 972 family bacteriocin
2627,I6J27_13485,2628,NADP-dependent isocitrate dehydrogenase
2628,I6J27_13490,QRP18837,putative DNA binding domain-containing protein
2629,I6J27_13495,QRP18838,PepSY domain-containing protein
2630,I6J27_13500,QRP18839,M3 family metallopeptidase
2631,I6J27_13505,QRP18840,HNH endonuclease
2632,I6J27_13510,2633,phosphoenolpyruvate carboxylase
2633,I6J27_13515,QRP18841,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT
2634,I6J27_13520,QRP20263,pyridoxal 5'-phosphate synthase lyase subunit PdxS
2635,I6J27_13525,QRP18842,PLP-dependent aminotransferase family protein
2636,I6J27_13530,QRP18843,anti-sigma factor
2637,I6J27_13535,QRP18844,sigma-70 family RNA polymerase sigma factor
2638,I6J27_13540,QRP18845,hypothetical protein
2639,I6J27_13545,QRP18846,redoxin domain-containing protein
2640,I6J27_13550,QRP18847,MBL fold metallo-hydrolase
2641,I6J27_13555,QRP18848,slipin family protein
2642,I6J27_13560,QRP18849,hypothetical protein
2643,I6J27_13565,QRP18850,nitric-oxide reductase large subunit
2644,I6J27_13570,QRP18851,hypothetical protein
2645,I6J27_13575,QRP18852,O-acetylhomoserine/O-acetylserine sulfhydrylase
2646,I6J27_13580,QRP18853,homoserine O-acetyltransferase
2647,I6J27_13585,QRP18854,DUF3017 domain-containing protein
2648,I6J27_13590,QRP18855,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
2649,I6J27_13595,QRP18856,tRNA (cytidine(34)-2'-O)-methyltransferase
2650,I6J27_13600,QRP18857,ferrous iron transport protein A
2651,I6J27_13605,2652,ferrous iron transport protein B
2652,I6J27_13610,QRP18858,hypothetical protein
2653,I6J27_13615,QRP18859,PH domain-containing protein
2654,I6J27_13620,QRP20264,PH domain-containing protein
2655,I6J27_13625,QRP18860,helix-turn-helix transcriptional regulator
2656,I6J27_13630,QRP18861,hypothetical protein
2657,I6J27_13635,QRP18862,hypothetical protein
2658,I6J27_13640,QRP18863,hypothetical protein
2659,I6J27_13645,QRP18864,BCCT family transporter
2660,I6J27_13650,QRP18865,error-prone DNA polymerase
2661,I6J27_13655,QRP18866,methionine ABC transporter substrate-binding protein
2662,I6J27_13660,QRP20265,methionine ABC transporter ATP-binding protein
2663,I6J27_13665,QRP18867,ABC transporter permease
2664,I6J27_13670,QRP18868,sucrase ferredoxin
2665,I6J27_13675,QRP18869,hypothetical protein
2666,I6J27_13680,QRP20266,DNA polymerase Y family protein
2667,I6J27_13685,QRP20267,hypothetical protein
2668,I6J27_13690,QRP18870,hypothetical protein
2669,I6J27_13695,QRP18871,response regulator transcription factor
2670,I6J27_13700,QRP18872,PspC domain-containing protein
2671,I6J27_13705,QRP18873,PspC domain-containing protein
2672,I6J27_13710,QRP18874,HlyD family efflux transporter periplasmic adaptor subunit
2673,I6J27_13715,QRP18875,ABC transporter ATP-binding protein
2674,I6J27_13720,QRP18876,ABC transporter permease
2675,I6J27_13725,QRP18877,hypothetical protein
2676,I6J27_13730,QRP18878,hypothetical protein
2677,I6J27_13735,QRP18879,HNH endonuclease
2678,I6J27_13740,QRP20268,GNAT family N-acetyltransferase
2679,I6J27_13745,2680,ASCH domain-containing protein
2680,I6J27_13750,QRP18880,glutamine-hydrolyzing GMP synthase
2681,I6J27_13755,2682,LysR family transcriptional regulator
2682,I6J27_13760,QRP20269,EamA family transporter
2683,I6J27_13765,QRP18881,GuaB3 family IMP dehydrogenase-related protein
2684,I6J27_13770,QRP18882,IMP dehydrogenase
2685,I6J27_13775,QRP18883,DUF5319 domain-containing protein
2686,I6J27_13780,QRP18884,hypothetical protein
2687,I6J27_13785,QRP18885,sigma-70 family RNA polymerase sigma factor
2688,I6J27_13790,QRP18886,WhiB family transcriptional regulator
2689,I6J27_13795,QRP18887,hypothetical protein
2690,I6J27_13800,QRP18888,hypothetical protein
2691,I6J27_13805,QRP20275,hypothetical protein
2692,I6J27_13810,QRP18889,chaperonin GroEL
2693,I6J27_13815,QRP20270,co-chaperone GroES
2694,I6J27_13820,QRP18890,hypothetical protein
2695,I6J27_13825,QRP18891,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
2696,I6J27_13830,QRP18892,ribosomal protein S18-alanine N-acetyltransferase
2697,I6J27_13835,QRP18893,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
2698,I6J27_13840,QRP18894,hypothetical protein
